execution_id,task,complexity_level,complexity_ord,is_complex,task_length,task_word_count,contains_api,contains_database,contains_jwt,contains_csv,contains_etl,contains_multi_agent,contains_authentication,contains_visualization,contains_python,contains_pipeline,contains_crud,planner_execution_time,planner_prompt_tokens,planner_completion_tokens,planner_total_tokens,coder_execution_time,coder_prompt_tokens,coder_completion_tokens,coder_total_tokens,code_length,code_line_count,tokens_per_line,planner_ratio,coder_ratio,code_density,reviewer_status,revision_required,revision_count,total_execution_time,total_tokens,docker_status,has_docker,docker_execution_time,docker_exit_code,reviewer_execution_time,reviewer_prompt_tokens,reviewer_completion_tokens,reviewer_total_tokens
76,Créer une fonction qui calcule la somme de deux entiers.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,11.7979,1121,990,2111,24.5336,2286,2338,4624.0,25.0,20,220.1904761904762,0.31343726800296956,0.6865627319970304,1.1904761904761905,APPROVED,0,2,89.7154,10278,SUCCESS,1,4.1362,0.0,49.2478,2433,1110,3543
77,Créer un pipeline de traitement CSV.,COMPLEX,3,1,36,6,0,0,0,1,0,0,0,0,0,1,0,8.4868,1530,1011,2541,4.0462,8659,10391,19050.0,357.0,99,190.5,0.1176879255245241,0.8823120744754759,3.57,REVISION_REQUISE,1,3,14.9949,35555,NOT_EXECUTED,0,,,2.4619,4355,9609,13964
78,Créer une fonction qui trie une liste.,EASY,1,0,38,7,0,0,0,0,0,0,0,0,0,0,0,3.8498,1753,474,2227,6.605,2613,2661,5274.0,24.0,12,327.71940789473695,0.2968937475003333,0.7031062524996667,1.8461538461538463,APPROVED,0,2,48.0969,14387,SKIPPED_INTERACTIVE_INPUT,1,2.6804,,34.9617,3731,3155,6886
79,Créer un programme avec PostgreSQL.,MEDIUM,2,0,35,5,0,1,0,0,0,0,0,0,0,0,0,22.1052,1154,1491,2645,21.9118,2912,920,3832.0,81.0,41,91.23809523809524,0.40836807163810407,0.5916319283618959,1.9285714285714286,APPROVED,0,1,79.5247,14382,SUCCESS,1,4.0399,0.0,31.4678,7044,861,7905
80,Créer une fonction Python qui calcule une moyenne.,EASY,1,0,50,8,0,0,0,0,0,0,0,0,1,0,0,21.9481,1370,795,2165,10.8929,1243,1349,2592.0,32.0,27,92.57142857142857,0.4551187723355056,0.5448812276644944,1.1428571428571428,APPROVED,0,0,64.8249,9795,SUCCESS,1,1.0561,0.0,30.9277,2050,2988,5038
81,Créer un programme de statistiques descriptives.,MEDIUM,2,0,48,6,0,0,0,0,0,0,0,0,0,0,0,1.1018,2478,1161,3639,32.0451,4037,4601,8638.0,122.0,54,157.05454545454546,0.2964079172436263,0.7035920827563737,2.2181818181818183,APPROVED,0,2,61.9635,22931,SUCCESS,1,2.3253,0.0,26.4913,6078,4576,10654
82,Créer une fonction qui calcule la somme de deux entiers.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,5.1183,1858,1017,2875,8.7821,2609,1654,4263.0,88.0,41,101.5,0.402773886242645,0.597226113757355,2.0952380952380953,REVISION_REQUISE,1,2,56.9906,11633,NOT_EXECUTED,0,,,43.0902,1436,3059,4495
83,Créer une fonction qui vérifie si un nombre est premier.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,19.7476,1213,702,1915,23.2274,3187,2687,5874.0,74.0,41,139.85714285714286,0.24585954551290282,0.7541404544870972,1.7619047619047619,APPROVED,0,1,52.3967,14640,SUCCESS,1,3.2955,0.0,6.1261,3058,3793,6851
84,Créer une API REST avec JWT et PostgreSQL.,COMPLEX,3,1,42,8,1,1,1,0,0,0,1,0,0,0,0,18.2074,3597,1707,5304,35.6153,8274,3048,11322.0,319.0,94,119.17894736842105,0.31901840490797545,0.6809815950920245,3.357894736842105,APPROVED,0,1,75.8691,23923,SKIPPED_INTERACTIVE_INPUT,1,1.7096,,20.3369,3038,4259,7297
85,Créer un pipeline de traitement CSV.,COMPLEX,3,1,36,6,0,0,0,1,0,0,0,0,0,1,0,10.3374,2757,1392,4149,6.1132,7269,6295,13564.0,207.0,164,82.2060606060606,0.2342347428442387,0.7657652571557613,1.2545454545454546,APPROVED,0,1,27.1412,30458,SUCCESS,1,1.7099,0.0,8.9807,3122,9623,12745
86,Créer un programme de statistiques descriptives.,MEDIUM,2,0,48,6,0,0,0,0,0,0,0,0,0,0,0,5.2955,949,1452,2401,21.3585,4854,2142,6996.0,127.0,40,170.6341463414634,0.2555070767266149,0.7444929232733851,3.097560975609756,APPROVED,0,1,51.5318,13503,SUCCESS,1,0.9254,0.0,23.9524,2689,1417,4106
87,Créer une fonction Python qui calcule une moyenne.,EASY,1,0,50,8,0,0,0,0,0,0,0,0,1,0,0,19.3082,712,711,1423,35.1917,1133,3375,4508.0,27.0,44,100.17777777777778,0.23992581352217163,0.7600741864778283,0.6,APPROVED,0,2,101.021,10596,SUCCESS,1,1.3406,0.0,45.1805,1719,2946,4665
88,Créer un pipeline ETL complet.,VERY_COMPLEX,4,1,30,5,0,0,0,0,1,0,0,0,0,1,0,3.1469,2677,2415,5092,33.9861,16123,4864,20987.0,429.0,244,85.66122448979591,0.19525288546339967,0.8047471145366003,1.7510204081632652,REVISION_REQUISE,1,2,68.354,44881,NOT_EXECUTED,0,,,31.2211,13202,5600,18802
89,Créer un programme qui calcule une factorielle.,EASY,1,0,47,7,0,0,0,0,0,0,0,0,0,0,0,10.5975,822,539,1361,30.6406,2081,938,3019.0,23.0,14,201.26666666666668,0.3107305936073059,0.6892694063926941,1.5333333333333334,APPROVED,0,1,81.7666,9331,SUCCESS,1,1.6832,0.0,38.8453,1257,3694,4951
90,"Créer une application combinant API, base de données et traitement de données.",VERY_COMPLEX,4,1,78,12,1,1,0,0,0,0,0,0,0,0,0,5.1437,2870,917,3787,17.1291,10610,20526,31136.0,294.0,143,216.22222222222223,0.10843856484265384,0.8915614351573462,2.0416666666666665,REVISION_REQUISE,1,1,45.316,59215,NOT_EXECUTED,0,,,23.0431,19534,4758,24292
91,Créer un système CRUD complet.,COMPLEX,3,1,30,5,0,0,0,0,0,0,0,0,0,0,1,23.5485,1488,1784,3272,35.6316,8881,11183,20064.0,214.0,132,150.85714285714286,0.14021254713747,0.85978745286253,1.6090225563909775,APPROVED,0,2,99.013,41380,SUCCESS,1,0.7424,0.0,39.0906,11964,6080,18044
92,Créer une API REST simple.,MEDIUM,2,0,26,5,1,0,0,0,0,0,0,0,0,0,0,23.8444,1848,1006,2854,19.7992,3451,3636,7087.0,74.0,31,221.46875,0.2870938537370486,0.7129061462629515,2.3125,REVISION_REQUISE,1,2,91.3507,20076,NOT_EXECUTED,0,,,47.7071,6452,3683,10135
93,Créer un programme de statistiques descriptives.,MEDIUM,2,0,48,6,0,0,0,0,0,0,0,0,0,0,0,8.5811,2915,668,3583,24.717,2490,2191,4681.0,215.0,53,86.68518518518519,0.433567279767667,0.566432720232333,3.9814814814814814,REVISION_REQUISE,1,1,57.0838,15961,NOT_EXECUTED,0,,,23.7857,6745,952,7697
94,Créer un programme avec PostgreSQL.,MEDIUM,2,0,35,5,0,1,0,0,0,0,0,0,0,0,0,9.0616,2286,646,2932,2.9542,5326,5941,11267.0,59.0,90,123.81318681318682,0.2064934150292274,0.7935065849707726,0.6483516483516484,APPROVED,0,1,33.9381,22827,SUCCESS,1,4.1446,0.0,17.7778,2355,6273,8628
95,Créer un pipeline de traitement CSV.,COMPLEX,3,1,36,6,0,0,0,1,0,0,0,0,0,1,0,24.8395,1256,1638,2894,11.955,9417,10333,19750.0,239.0,120,163.22314049586777,0.1278042748630984,0.8721957251369016,1.975206611570248,APPROVED,0,1,40.8659,39932,SUCCESS,1,0.0303,0.0,4.0411,12927,4361,17288
96,Créer une fonction qui trie une liste.,EASY,1,0,38,7,0,0,0,0,0,0,0,0,0,0,0,16.7708,1351,464,1815,24.3881,2947,2378,5325.0,62.0,43,121.02272727272727,0.2542016806722689,0.7457983193277311,1.4090909090909092,APPROVED,0,1,67.4111,11677,SUCCESS,1,2.0857,0.0,24.1664,2564,1973,4537
97,Créer un programme avec PostgreSQL.,MEDIUM,2,0,35,5,0,1,0,0,0,0,0,0,0,0,0,22.3982,2067,636,2703,30.2351,2180,4358,6538.0,126.0,65,99.06060606060606,0.29250081160047614,0.7074991883995239,1.9090909090909092,REVISION_REQUISE,1,5,102.2319,23118,NOT_EXECUTED,0,,,49.5986,7417,6460,13877
98,Créer un pipeline de traitement CSV.,COMPLEX,3,1,36,6,0,0,0,1,0,0,0,0,0,1,0,13.1162,1599,988,2587,36.3764,7070,11949,19019.0,166.0,157,120.37341772151899,0.1197352587244284,0.8802647412755716,1.0506329113924051,APPROVED,0,1,74.2829,39625,SUCCESS,1,3.2446,0.0,21.5457,11574,6445,18019
99,Créer une API avec validation des données.,MEDIUM,2,0,42,7,1,0,0,0,0,0,0,0,0,0,0,16.6635,2362,878,3240,26.8535,3750,3144,6894.0,200.0,46,146.68085106382978,0.3197158081705151,0.6802841918294849,4.25531914893617,REVISION_REQUISE,1,2,45.4856,14784,NOT_EXECUTED,0,,,1.9686,3051,1599,4650
100,Créer une fonction Python qui calcule une moyenne.,EASY,1,0,50,8,0,0,0,0,0,0,0,0,1,0,0,7.6612,943,933,1876,27.3147,3343,3074,6417.0,71.0,13,327.71940789473695,0.22621488001929338,0.7737851199807066,5.071428571428571,APPROVED,0,0,81.2231,13134,SUCCESS,1,0.6412,0.0,45.606,3416,1425,4841
101,Créer une API avec validation des données.,MEDIUM,2,0,42,7,1,0,0,0,0,0,0,0,0,0,0,10.4722,2046,1186,3232,27.7317,5030,5759,10789.0,141.0,53,199.7962962962963,0.23051137579345268,0.7694886242065473,2.611111111111111,APPROVED,0,0,44.7351,23882,SUCCESS,1,4.3931,0.0,2.1382,4994,4867,9861
102,Créer une API avec authentification et base de données.,VERY_COMPLEX,4,1,55,9,1,1,0,0,0,0,1,0,0,0,0,16.0993,4864,1798,6662,14.0303,12619,11934,24553.0,429.0,370,66.18059299191374,0.2134230337978536,0.7865769662021465,1.15633423180593,APPROVED,0,0,45.3101,63302,SUCCESS,1,2.2144,0.0,12.966,8529,23558,32087
103,Créer un système de traitement de données complexe.,VERY_COMPLEX,4,1,51,8,0,0,0,0,0,0,0,0,0,0,0,6.6135,2537,2217,4754,26.1479,21509,22085,37331.75,369.0,147,252.24155405405406,0.11295984983040577,0.8870401501695943,2.4932432432432434,APPROVED,0,0,50.003,73028,SUCCESS,1,2.0649,0.0,15.1767,5418,19262,24680
104,Créer une API REST simple.,MEDIUM,2,0,26,5,1,0,0,0,0,0,0,0,0,0,0,20.0998,1661,880,2541,33.7278,3002,2016,5018.0,168.0,88,56.38202247191011,0.33615557613440933,0.6638444238655907,1.8876404494382022,APPROVED,0,1,63.1315,19261,SUCCESS,1,1.5259,0.0,7.7781,5444,6258,11702
105,Créer une fonction qui vérifie si un nombre est premier.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,24.5359,873,642,1515,3.716,2071,3495,5566.0,61.0,36,150.43243243243242,0.2139528315209716,0.7860471684790283,1.6486486486486487,APPROVED,0,0,40.2131,10162,SUCCESS,1,4.1994,0.0,7.7619,1859,1222,3081
106,Créer une fonction Python qui calcule une moyenne.,EASY,1,0,50,8,0,0,0,0,0,0,0,0,1,0,0,12.9185,1414,1013,2427,27.7604,1481,2473,3954.0,20.0,44,87.86666666666666,0.38034790785143396,0.6196520921485661,0.4444444444444444,APPROVED,0,1,76.1543,9716,SUCCESS,1,2.4938,0.0,32.9817,2416,919,3335
107,Créer une API avec authentification et base de données.,VERY_COMPLEX,4,1,55,9,1,1,0,0,0,0,1,0,0,0,0,2.0443,1514,1629,3143,27.2183,8642,5308,13950.0,380.0,327,42.53048780487805,0.18387644064821856,0.8161235593517814,1.1585365853658536,APPROVED,0,0,49.4992,54636,SUCCESS,1,1.923,0.0,18.3135,18667,18876,37543
108,Créer un programme de visualisation de données.,COMPLEX,3,1,47,7,0,0,0,0,0,0,0,1,0,0,0,4.2826,3727,1740,5467,35.2837,11960,6374,18334.0,214.0,62,291.015873015873,0.22969623125078778,0.7703037687492122,3.3968253968253967,APPROVED,0,2,49.2957,37377,SUCCESS,1,4.0208,0.0,5.7087,7736,5840,13576
109,Créer une API avec validation des données.,MEDIUM,2,0,42,7,1,0,0,0,0,0,0,0,0,0,0,20.7197,1489,520,2009,7.552,3942,1169,5111.0,61.0,96,52.69072164948454,0.2821629213483146,0.7178370786516854,0.6288659793814433,APPROVED,0,2,39.4102,10733,SUCCESS,1,2.9421,0.0,8.1963,2860,753,3613
110,Créer une application avec plusieurs fonctions Python.,COMPLEX,3,1,54,7,0,0,0,0,0,0,0,0,1,0,0,13.0011,2704,1331,4035,30.2604,7865,10601,18466.0,208.0,103,177.55769230769232,0.1793253633171859,0.8206746366828142,2.0,APPROVED,0,1,70.4212,28774,SUCCESS,1,3.3904,0.0,23.7693,3521,2752,6273
111,Créer une fonction Python qui calcule une moyenne.,EASY,1,0,50,8,0,0,0,0,0,0,0,0,1,0,0,5.0434,1638,506,2144,33.1012,2586,2742,5328.0,68.0,44,118.4,0.28693790149892934,0.7130620985010707,1.511111111111111,REVISION_REQUISE,1,2,58.6714,12539,NOT_EXECUTED,0,,,20.5268,4122,945,5067
112,Créer une fonction qui calcule la somme de deux entiers.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,6.1433,2181,840,3021,26.5869,1366,1818,3184.0,37.0,34,90.97142857142858,0.4868654311039484,0.5131345688960516,1.0571428571428572,APPROVED,0,2,48.7768,12152,SKIPPED_INTERACTIVE_INPUT,1,0.8815,,15.1651,3974,1973,5947
113,Créer une API REST simple.,MEDIUM,2,0,26,5,1,0,0,0,0,0,0,0,0,0,0,15.3577,2466,1028,3494,19.9615,3412,5125,8537.0,99.0,55,152.44642857142858,0.2904164242373867,0.7095835757626132,1.7678571428571428,REVISION_REQUISE,1,3,49.0683,21303,NOT_EXECUTED,0,,,13.749,3726,5546,9272
114,Créer un pipeline de traitement CSV.,COMPLEX,3,1,36,6,0,0,0,1,0,0,0,0,0,1,0,8.4169,1401,1748,3149,22.9997,6962,7892,14854.0,395.0,45,322.9130434782609,0.17491529189579513,0.8250847081042049,5.429173119418936,REVISION_REQUISE,1,1,65.5726,29598,NOT_EXECUTED,0,,,34.156,4893,6702,11595
115,Créer une fonction qui calcule la somme de deux entiers.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,23.4401,714,509,1223,3.32,2455,3178,5633.0,53.0,28,194.24137931034483,0.17838389731621937,0.8216161026837806,1.8275862068965518,APPROVED,0,2,40.4567,13270,SUCCESS,1,2.1529,0.0,11.5437,3491,2923,6414
116,Créer une fonction qui vérifie si un nombre est premier.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,21.6188,1151,859,2010,13.4955,970,1102,2072.0,37.0,8,230.22222222222223,0.492405683488486,0.507594316511514,4.111111111111111,APPROVED,0,0,54.4149,8842,SUCCESS,1,0.6234,0.0,18.6772,3889,871,4760
117,Créer un programme de statistiques descriptives.,MEDIUM,2,0,48,6,0,0,0,0,0,0,0,0,0,0,0,3.5909,1618,728,2346,25.1632,5703,4013,9716.0,83.0,96,100.16494845360825,0.19449510860553806,0.8055048913944619,0.8556701030927835,APPROVED,0,0,36.2317,18210,SUCCESS,1,0.5012,0.0,6.9765,4012,2136,6148
118,Créer un pipeline de traitement CSV.,COMPLEX,3,1,36,6,0,0,0,1,0,0,0,0,0,1,0,8.6393,1399,1738,3137,37.9972,9881,7523,17404.0,420.0,187,92.57446808510639,0.152718952339224,0.847281047660776,2.234042553191489,REVISION_REQUISE,1,2,75.9026,40214,NOT_EXECUTED,0,,,29.2662,4718,14955,19673
119,Créer une fonction qui trie une liste.,EASY,1,0,38,7,0,0,0,0,0,0,0,0,0,0,0,3.8989,1902,1083,2985,13.5223,1747,1970,3717.0,88.0,10,327.71940789473695,0.44538943598925695,0.554610564010743,5.429173119418936,APPROVED,0,2,30.5281,11731,SUCCESS,1,2.6397,0.0,10.4672,2678,2351,5029
120,Créer une application avec plusieurs fonctions Python.,COMPLEX,3,1,54,7,0,0,0,0,0,0,0,0,1,0,0,10.2741,1190,1404,2594,13.8412,8907,5766,14673.0,439.0,142,102.60839160839161,0.15022876006254707,0.849771239937453,3.06993006993007,APPROVED,0,2,51.4155,35284,SKIPPED_INTERACTIVE_INPUT,1,4.1989,,23.1013,11000,7017,18017
121,Créer un script qui analyse un CSV.,MEDIUM,2,0,35,7,0,0,0,1,0,0,0,0,0,0,0,18.2994,1511,1141,2652,16.1748,3271,3727,6998.0,182.0,68,101.42028985507247,0.27481865284974094,0.7251813471502591,2.63768115942029,APPROVED,0,0,46.7505,16282,SUCCESS,1,0.764,0.0,11.5124,3718,2914,6632
122,Créer une application avec plusieurs fonctions Python.,COMPLEX,3,1,54,7,0,0,0,0,0,0,0,0,1,0,0,10.2981,2644,923,3567,37.0321,8472,10681,19153.0,442.0,33,327.71940789473695,0.15699823943661972,0.8430017605633803,5.429173119418936,APPROVED,0,0,80.9561,51388,SUCCESS,1,4.2559,0.0,29.3699,14647,14021,28668
123,Créer une fonction qui calcule la somme de deux entiers.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,0.9324,2103,860,2963,31.6793,3274,2166,5440.0,81.0,40,132.6829268292683,0.35261216232297987,0.6473878376770201,1.975609756097561,APPROVED,0,0,51.9235,10180,SUCCESS,1,2.1066,0.0,17.2051,1178,599,1777
124,Créer un programme avec PostgreSQL.,MEDIUM,2,0,35,5,0,1,0,0,0,0,0,0,0,0,0,24.1186,2686,1043,3729,34.37,2044,2278,4322.0,208.0,71,60.02777777777778,0.46317227673580924,0.5368277232641908,2.888888888888889,APPROVED,0,0,73.0266,15416,SUCCESS,1,4.3451,0.0,10.1929,5532,1833,7365
125,Créer un pipeline ETL complet.,VERY_COMPLEX,4,1,30,5,0,0,0,0,1,0,0,0,0,1,0,11.0845,3486,1374,4860,15.4294,8817,5421,14238.0,259.0,100,140.97029702970298,0.2544769085768143,0.7455230914231856,2.5643564356435644,APPROVED,0,0,50.7175,52638,SKIPPED_INTERACTIVE_INPUT,1,2.7403,,21.4633,12794,20746,33540
126,Créer une API REST avec JWT et PostgreSQL.,COMPLEX,3,1,42,8,1,1,1,0,0,0,1,0,0,0,0,17.5011,1741,1764,3505,7.3723,4585,4986,9571.0,139.0,105,90.29245283018868,0.26804833282349344,0.7319516671765066,1.3113207547169812,APPROVED,0,0,60.7188,30150,SUCCESS,1,2.0973,0.0,33.7482,11473,5601,17074
127,Créer une API REST avec JWT et PostgreSQL.,COMPLEX,3,1,42,8,1,1,1,0,0,0,1,0,0,0,0,5.3611,1495,608,2103,14.4215,8940,6848,15788.0,279.0,214,73.43255813953489,0.11754513442512995,0.8824548655748701,1.2976744186046512,REVISION_REQUISE,1,3,25.5263,40973,NOT_EXECUTED,0,,,5.7437,14532,8550,23082
128,Créer un programme de statistiques descriptives.,MEDIUM,2,0,48,6,0,0,0,0,0,0,0,0,0,0,0,11.232,1371,1299,2670,2.4001,3542,5869,9411.0,112.0,109,85.55454545454545,0.22100819468587038,0.7789918053141296,1.018181818181818,APPROVED,0,2,42.7696,16346,SUCCESS,1,1.942,0.0,27.1954,2971,1294,4265
129,Créer un système multi-agent.,VERY_COMPLEX,4,1,29,4,0,0,0,0,0,1,0,0,0,0,0,3.6436,3778,772,4550,3.3331,10153,16910,27063.0,723.25,112,239.49557522123894,0.14392813083225256,0.8560718691677475,5.429173119418936,APPROVED,0,1,52.6493,56804,SKIPPED_INTERACTIVE_INPUT,1,3.7719,,41.9007,15902,9289,25191
130,Créer une API REST simple.,MEDIUM,2,0,26,5,1,0,0,0,0,0,0,0,0,0,0,5.3826,1045,1411,2456,12.1558,5459,3793,9252.0,83.0,24,327.71940789473695,0.20977109668602664,0.7902289033139733,3.32,APPROVED,0,2,67.2045,20886,SKIPPED_INTERACTIVE_INPUT,1,1.4117,,48.2543,5747,3431,9178
131,Créer un programme de visualisation de données.,COMPLEX,3,1,47,7,0,0,0,0,0,0,0,1,0,0,0,14.0054,1469,1576,3045,22.1963,8596,10715,19311.0,175.0,219,87.77727272727273,0.13620504562533547,0.8637949543746645,0.7954545454545454,APPROVED,0,1,84.834,41553,SUCCESS,1,3.5851,0.0,45.0472,4523,14674,19197
132,Créer un système CRUD complet.,COMPLEX,3,1,30,5,0,0,0,0,0,0,0,0,0,0,1,19.6729,3316,1250,4566,18.3968,7881,6792,14673.0,392.0,150,97.17218543046357,0.23733042257913614,0.7626695774208638,2.596026490066225,APPROVED,0,0,85.0401,39304,SUCCESS,1,0.3669,0.0,46.6035,13350,6715,20065
133,Créer une fonction qui vérifie si un nombre est premier.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,6.5199,1172,468,1640,2.9156,3136,1077,4213.0,85.0,8,327.71940789473695,0.280198188962925,0.719801811037075,5.429173119418936,APPROVED,0,1,22.3598,11858,SKIPPED_INTERACTIVE_INPUT,1,4.3978,,8.5265,1846,4159,6005
134,Créer une fonction qui trie une liste.,EASY,1,0,38,7,0,0,0,0,0,0,0,0,0,0,0,21.7121,922,776,1698,38.0049,1847,3232,5079.0,27.0,9,327.71940789473695,0.2505533421868083,0.7494466578131916,2.7,APPROVED,0,2,80.5518,11064,SUCCESS,1,2.7877,0.0,18.0471,1773,2514,4287
135,Créer une fonction qui vérifie si un nombre est premier.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,16.6072,1310,678,1988,27.2413,2514,3334,5848.0,76.0,14,327.71940789473695,0.25370086778968864,0.7462991322103114,5.066666666666666,APPROVED,0,0,67.6086,13499,SUCCESS,1,1.4569,0.0,22.3032,3745,1918,5663
136,Créer un pipeline de traitement CSV.,COMPLEX,3,1,36,6,0,0,0,1,0,0,0,0,0,1,0,13.3731,3717,794,4511,20.8195,10078,11835,21913.0,196.0,224,97.39111111111112,0.1707160157432637,0.8292839842567363,0.8711111111111111,REVISION_REQUISE,1,3,56.5893,42616,NOT_EXECUTED,0,,,22.3967,12156,4036,16192
137,Créer un script qui analyse un CSV.,MEDIUM,2,0,35,7,0,0,0,1,0,0,0,0,0,0,0,24.5496,1976,951,2927,19.2912,5671,3051,8722.0,98.0,60,142.98360655737704,0.25126620310756287,0.7487337968924371,1.6065573770491803,APPROVED,0,0,89.0295,20189,SUCCESS,1,0.2477,0.0,44.941,7339,1201,8540
138,Créer un programme qui calcule une factorielle.,EASY,1,0,47,7,0,0,0,0,0,0,0,0,0,0,0,9.2137,1901,966,2867,26.8387,2771,2426,5197.0,85.0,43,118.11363636363636,0.35553075396825395,0.644469246031746,1.9318181818181819,APPROVED,0,1,72.8204,14899,SKIPPED_INTERACTIVE_INPUT,1,2.8472,,33.9209,3404,3431,6835
139,Créer un programme avec PostgreSQL.,MEDIUM,2,0,35,5,0,1,0,0,0,0,0,0,0,0,0,3.974,2158,896,3054,8.7448,4442,5041,9483.0,69.0,86,109.0,0.24359894711653507,0.7564010528834649,0.7931034482758621,APPROVED,0,1,47.7917,20415,SUCCESS,1,3.3585,0.0,31.7144,3715,4163,7878
140,Créer un système multi-agent.,VERY_COMPLEX,4,1,29,4,0,0,0,0,0,1,0,0,0,0,0,7.8502,4036,1190,5226,21.6463,15730,5603,21333.0,631.0,318,66.87460815047022,0.19676945668135096,0.8032305433186491,1.9780564263322884,REVISION_REQUISE,1,2,73.7549,57564,NOT_EXECUTED,0,,,44.2585,6994,24011,31005
141,Créer un système CRUD complet.,COMPLEX,3,1,30,5,0,0,0,0,0,0,0,0,0,0,1,8.2617,3525,804,4329,5.9638,10385,5755,16140.0,390.0,168,95.50295857988165,0.2114905466803459,0.7885094533196542,2.3076923076923075,REVISION_REQUISE,1,2,42.1872,40877,NOT_EXECUTED,0,,,27.9617,12450,7958,20408
142,Créer une fonction qui vérifie si un nombre est premier.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,9.5316,1334,710,2044,7.8779,1524,2835,4359.0,44.0,21,198.13636363636363,0.3192253631110417,0.6807746368889583,2.0,APPROVED,0,0,42.4148,12555,SUCCESS,1,1.0986,0.0,23.9067,2848,3304,6152
143,Créer une fonction qui vérifie si un nombre est premier.,EASY,1,0,56,10,0,0,0,0,0,0,0,0,0,0,0,8.1317,2064,913,2977,15.4016,1354,1407,2761.0,57.0,35,76.69444444444444,0.5188218891599861,0.48117811084001394,1.5833333333333333,REVISION_REQUISE,1,1,36.0973,8775,NOT_EXECUTED,0,,,12.5639,1514,1523,3037
144,Créer un système de traitement de données complexe.,VERY_COMPLEX,4,1,51,8,0,0,0,0,0,0,0,0,0,0,0,19.9531,2713,1596,4309,18.9763,16740,15716,32456.0,620.0,65,327.71940789473695,0.11720386236910105,0.8827961376308989,5.429173119418936,APPROVED,0,1,47.9966,64249,SKIPPED_INTERACTIVE_INPUT,1,4.0906,,4.9765,5473,22011,27484
145,Créer un programme de statistiques descriptives.,MEDIUM,2,0,48,6,0,0,0,0,0,0,0,0,0,0,0,19.9907,1884,969,2853,34.0656,3866,2977,6843.0,163.0,98,69.12121212121212,0.2942450495049505,0.7057549504950495,1.6464646464646464,APPROVED,0,1,104.8315,18489,SUCCESS,1,1.0288,0.0,49.7464,4208,4585,8793
146,"Créer une application combinant API, base de données et traitement de données.",VERY_COMPLEX,4,1,78,12,1,1,0,0,0,0,0,0,0,0,0,7.9705,1977,1265,3242,7.6222,8986,11131,20117.0,642.0,79,251.4625,0.1387901879361274,0.8612098120638726,5.429173119418936,APPROVED,0,1,28.6721,51869,SUCCESS,1,2.5154,0.0,10.5641,19979,8531,28510
147,Créer un système multi-agent.,VERY_COMPLEX,4,1,29,4,0,0,0,0,0,1,0,0,0,0,0,20.4501,4155,1425,5580,11.3238,7920,19348,27268.0,657.0,107,252.4814814814815,0.16987335606429615,0.8301266439357039,5.429173119418936,REVISION_REQUISE,1,4,77.5248,55739,NOT_EXECUTED,0,,,45.751,5062,17829,22891
148,Créer un système CRUD complet.,COMPLEX,3,1,30,5,0,0,0,0,0,0,0,0,0,0,1,6.9234,3997,1730,5727,31.2559,7572,4470,12042.0,302.0,105,113.60377358490567,0.32230288705048116,0.6776971129495188,2.849056603773585,APPROVED,0,1,78.9576,37521,SUCCESS,1,1.9577,0.0,38.8206,14524,5228,19752
149,Créer une API REST avec JWT et PostgreSQL.,COMPLEX,3,1,42,8,1,1,1,0,0,0,1,0,0,0,0,20.4006,3539,858,4397,4.4726,9751,2045,11796.0,218.0,176,66.64406779661017,0.27153708392515286,0.7284629160748471,1.231638418079096,APPROVED,0,2,47.5844,35266,SUCCESS,1,2.3447,0.0,20.3665,9863,9210,19073
150,Créer un programme de statistiques descriptives.,MEDIUM,2,0,48,6,0,0,0,0,0,0,0,0,0,0,0,24.5883,1396,648,2044,17.0619,2525,1897,4422.0,91.0,102,42.932038834951456,0.31611506340859885,0.6838849365914011,0.883495145631068,APPROVED,0,2,65.5276,14869,SUCCESS,1,3.113,0.0,20.7644,4886,3517,8403
